 id ,CompanySize,CompanyType,CompetePeers,DeveloperType,HaveAssembly,HaveC,HaveC#,HaveC++,HaveJava,HaveJavaScript,HaveObjective-C,HavePHP,HavePerl,HavePython,HaveR,HaveRuby,HaveSQL,HaveSwift,HaveTypeScript,HaveVB.NET,HaveVBA,JobSatisfaction,MajorUndergrad,Salary,WantAssembly,WantC,WantC#,WantC++,WantJava,WantJavaScript,WantObjective-C,WantPHP,WantPerl,WantPython,WantR,WantRuby,WantSQL,WantSwift,WantTypeScript,WantVB.NET,WantVBA
17827,10000 or more employees,Publicly-traded corporation,Agree,Web developer,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,6,Information technology networking or system administration,30001-40000,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0
17839,20 to 99 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,5,Computer science or software engineering,1-10000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
17847,100 to 499 employees,Venture-funded startup,Somewhat agree,Web developer,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,10,Computer science or software engineering,50001-60000,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
17856,Fewer than 10 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,10,Computer science or software engineering,30001-40000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17857,20 to 99 employees,Privately-held limited company not in startup mode,Disagree,Embedded applications/devices developer,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Computer engineering or electrical/electronics engineering,30001-40000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17866,10 to 19 employees,Sole proprietorship or partnership not in startup mode,Somewhat agree,Web developer,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,7,Computer science or software engineering,1-10000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17873,20 to 99 employees,Sole proprietorship or partnership not in startup mode,Somewhat agree,Web developer,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,7,Computer science or software engineering,1-10000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17877,10 to 19 employees,Venture-funded startup,Somewhat agree,Web developer,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,7,Computer programming or Web development,30001-40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17885,20 to 99 employees,Privately-held limited company not in startup mode,Disagree,Web developer,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3,Computer programming or Web development,10001-20000,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
17886,10000 or more employees,Publicly-traded corporation,Somewhat agree,Web developer,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,9,Computer science or software engineering,1-10000,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0
17897,500 to 999 employees,Sole proprietorship or partnership not in startup mode,Disagree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,Computer science or software engineering,30001-40000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
17903,100 to 499 employees,Privately-held limited company not in startup mode,Agree,Web developer,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,5,Computer science or software engineering,30001-40000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17906,500 to 999 employees,Privately-held limited company not in startup mode,Agree,DevOps specialist,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,Computer science or software engineering,80001-90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17915,Fewer than 10 employees,Pre-series A startup,Strongly disagree,Web developer,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,8,Computer science or software engineering,20001-30000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17919,10000 or more employees,Privately-held limited company not in startup mode,Agree,Web developer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,Computer science or software engineering,20001-30000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
17920,1000 to 4999 employees,Privately-held limited company not in startup mode,Disagree,Web developer,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,5,Computer science or software engineering,80001-90000,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
17924,20 to 99 employees,Privately-held limited company not in startup mode,Strongly agree,Web developer,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,8,Computer science or software engineering,40001-50000,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0
17934,20 to 99 employees,Venture-funded startup,Somewhat agree,Web developer,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,9,Computer science or software engineering,30001-40000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17946,1000 to 4999 employees,Sole proprietorship or partnership not in startup mode,Disagree,Web developer,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,8,A business discipline,40001-50000,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
17953,Fewer than 10 employees,Privately-held limited company not in startup mode,Strongly disagree,Mobile developer,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,Computer science or software engineering,70001-80000,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
17958,20 to 99 employees,Privately-held limited company not in startup mode,Disagree,Embedded applications/devices developer,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,Computer science or software engineering,50001-60000,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17962,10000 or more employees,Publicly-traded corporation,Agree,Web developer,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,Computer science or software engineering,90001-100000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17972,10 to 19 employees,Sole proprietorship or partnership not in startup mode,Strongly disagree,Web developer,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,8,Computer science or software engineering,1-10000,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
17979,Fewer than 10 employees,State-owned company,Somewhat agree,Mobile developer,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,8,Computer science or software engineering,1-10000,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
17990,10 to 19 employees,Venture-funded startup,Somewhat agree,Web developer,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,9,Computer science or software engineering,20001-30000,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
17994,20 to 99 employees,Venture-funded startup,Disagree,Web developer,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,6,Something else,60001-70000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
18007,10000 or more employees,Publicly-traded corporation,Disagree,Web developer,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,Computer science or software engineering,80001-90000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18010,20 to 99 employees,Sole proprietorship or partnership not in startup mode,Agree,Web developer,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,7,Computer science or software engineering,1-10000,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
18013,10 to 19 employees,Privately-held limited company not in startup mode,Disagree,Web developer,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,5,Computer science or software engineering,1-10000,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0
18014,20 to 99 employees,Privately-held limited company not in startup mode,Disagree,Web developer,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Computer science or software engineering,70001-80000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18026,10000 or more employees,Publicly-traded corporation,Agree,Web developer,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Computer science or software engineering,50001-60000,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
18035,1000 to 4999 employees,Privately-held limited company not in startup mode,Agree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8,Computer science or software engineering,10001-20000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18038,Fewer than 10 employees,Privately-held limited company not in startup mode,Disagree,Web developer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,Computer programming or Web development,10001-20000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18051,20 to 99 employees,Venture-funded startup,Strongly disagree,Mobile developer,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,Computer science or software engineering,80001-90000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18054,500 to 999 employees,Venture-funded startup,Disagree,Web developer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,Computer science or software engineering,110001-120000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18069,1000 to 4999 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,Computer science or software engineering,110001-120000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18072,100 to 499 employees,Non-profit/non-governmental organization or private school/university,Disagree,Developer with a statistics or mathematics background,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4,Computer science or software engineering,40001-50000,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
18108,500 to 999 employees,Publicly-traded corporation,Agree,Web developer,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,Computer science or software engineering,60001-70000,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
18121,500 to 999 employees,Publicly-traded corporation,Disagree,Desktop applications developer,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,8,Computer science or software engineering,30001-40000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
18137,1000 to 4999 employees,Publicly-traded corporation,Disagree,Web developer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,Computer science or software engineering,90001-100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18143,10 to 19 employees,Pre-series A startup,Disagree,Web developer,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,6,A humanities discipline,90001-100000,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
18144,100 to 499 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,9,Computer science or software engineering,50001-60000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
18180,5000 to 9999 employees,Publicly-traded corporation,Somewhat agree,Web developer,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,8,Computer science or software engineering,130001-140000,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
18188,100 to 499 employees,Venture-funded startup,Disagree,Web developer,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,6,Computer science or software engineering,130001-140000,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
18200,10000 or more employees,Privately-held limited company not in startup mode,Strongly agree,Desktop applications developer,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,6,Computer science or software engineering,1-10000,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
18201,20 to 99 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,Computer engineering or electrical/electronics engineering,1-10000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18237,100 to 499 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,9,Computer science or software engineering,190001-200000,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
18260,20 to 99 employees,Venture-funded startup,Agree,Systems administrator,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,Management information systems,130001-140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18261,100 to 499 employees,Publicly-traded corporation,Disagree,Web developer,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,6,Computer science or software engineering,80001-90000,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
18279,100 to 499 employees,Venture-funded startup,Strongly disagree,Mobile developer,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,5,Information technology networking or system administration,20001-30000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18280,100 to 499 employees,Privately-held limited company not in startup mode,Agree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,6,Computer science or software engineering,10001-20000,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18308,100 to 499 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,6,A natural science,50001-60000,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
18314,1000 to 4999 employees,Publicly-traded corporation,Agree,Web developer,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,8,Computer programming or Web development,40001-50000,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
18345,10 to 19 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,Mathematics or statistics,1-10000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18346,20 to 99 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,8,Fine arts or performing arts,10001-20000,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
18380,10 to 19 employees,Privately-held limited company not in startup mode,Disagree,Web developer,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,8,Computer programming or Web development,1-10000,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
18391,10 to 19 employees,Privately-held limited company not in startup mode,Agree,Web developer,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Computer science or software engineering,20001-30000,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
18400,500 to 999 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,Computer engineering or electrical/electronics engineering,1-10000,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
18412,Fewer than 10 employees,Privately-held limited company not in startup mode,Agree,Embedded applications/devices developer,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,Computer engineering or electrical/electronics engineering,1-10000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
18413,10 to 19 employees,Sole proprietorship or partnership not in startup mode,Somewhat agree,Web developer,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,5,Computer science or software engineering,10001-20000,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
18414,20 to 99 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,7,Computer science or software engineering,20001-30000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
18416,20 to 99 employees,Privately-held limited company not in startup mode,Strongly agree,Web developer,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,7,Computer science or software engineering,1-10000,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
18426,500 to 999 employees,Non-profit/non-governmental organization or private school/university,Somewhat agree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,7,A natural science,1-10000,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
18443,500 to 999 employees,Non-profit/non-governmental organization or private school/university,Disagree,Web developer,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,9,Computer science or software engineering,1-10000,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
18447,5000 to 9999 employees,Publicly-traded corporation,Somewhat agree,Graphics programming,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,7,Computer science or software engineering,10001-20000,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
18450,100 to 499 employees,Privately-held limited company not in startup mode,Somewhat agree,Mobile developer,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,10,Computer programming or Web development,50001-60000,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0
18466,10 to 19 employees,Pre-series A startup,Somewhat agree,Web developer,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,9,Computer programming or Web development,60001-70000,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0
18471,100 to 499 employees,Privately-held limited company not in startup mode,Disagree,Mobile developer,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,6,Computer science or software engineering,1-10000,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0
18477,20 to 99 employees,Sole proprietorship or partnership not in startup mode,Disagree,Mobile developer,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,Computer science or software engineering,1-10000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18480,500 to 999 employees,Privately-held limited company not in startup mode,Disagree,Web developer,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,Information technology networking or system administration,1-10000,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0
18503,1000 to 4999 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,9,Computer science or software engineering,10001-20000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
18507,10000 or more employees,Publicly-traded corporation,Agree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,A non-computer-focused engineering discipline,50001-60000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
18529,10000 or more employees,Publicly-traded corporation,Agree,Web developer,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,Computer science or software engineering,40001-50000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18537,500 to 999 employees,Sole proprietorship or partnership not in startup mode,Disagree,Web developer,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,Computer engineering or electrical/electronics engineering,1-10000,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
18538,100 to 499 employees,Privately-held limited company not in startup mode,Somewhat agree,Mobile developer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,Information technology networking or system administration,90001-100000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
18545,20 to 99 employees,Privately-held limited company not in startup mode,Strongly agree,Web developer,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,7,Computer science or software engineering,40001-50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18556,1000 to 4999 employees,Privately-held limited company not in startup mode,Disagree,Desktop applications developer,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,8,Computer science or software engineering,60001-70000,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
18560,20 to 99 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,8,Computer science or software engineering,50001-60000,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
18571,1000 to 4999 employees,Privately-held limited company not in startup mode,Disagree,Developer with a statistics or mathematics background,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,Computer science or software engineering,1-10000,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
18600,100 to 499 employees,Privately-held limited company not in startup mode,Agree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8,Computer science or software engineering,30001-40000,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
18603,10000 or more employees,Publicly-traded corporation,Somewhat agree,Desktop applications developer,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,Computer science or software engineering,20001-30000,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
18619,10 to 19 employees,Privately-held limited company not in startup mode,Somewhat agree,Other,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,3,Management information systems,30001-40000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
18630,10 to 19 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,8,Computer science or software engineering,20001-30000,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
18633,Fewer than 10 employees,Non-profit/non-governmental organization or private school/university,Somewhat agree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,Computer science or software engineering,40001-50000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
18640,20 to 99 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9,Computer science or software engineering,80001-90000,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
18653,10000 or more employees,Publicly-traded corporation,Agree,Mobile developer,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,Computer science or software engineering,70001-80000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18663,1000 to 4999 employees,Sole proprietorship or partnership not in startup mode,Somewhat agree,Web developer,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,6,Information technology networking or system administration,30001-40000,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
18690,20 to 99 employees,Non-profit/non-governmental organization or private school/university,Agree,Desktop applications developer,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,9,Computer science or software engineering,20001-30000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
18695,10000 or more employees,Publicly-traded corporation,Disagree,Web developer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,Computer science or software engineering,110001-120000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18696,20 to 99 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,5,Computer science or software engineering,1-10000,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
18699,500 to 999 employees,Privately-held limited company not in startup mode,Disagree,Web developer,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,6,Computer science or software engineering,30001-40000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18707,100 to 499 employees,Privately-held limited company not in startup mode,Disagree,Web developer,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,7,Computer science or software engineering,10001-20000,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
18718,10 to 19 employees,Privately-held limited company not in startup mode,Disagree,Web developer,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,8,Computer science or software engineering,40001-50000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18747,10000 or more employees,Publicly-traded corporation,Disagree,Systems administrator,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,6,Computer science or software engineering,80001-90000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
18756,500 to 999 employees,Privately-held limited company not in startup mode,Disagree,Web developer,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,8,Computer programming or Web development,60001-70000,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
18772,10000 or more employees,Publicly-traded corporation,Somewhat agree,Web developer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,Computer programming or Web development,20001-30000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18773,5000 to 9999 employees,Publicly-traded corporation,Disagree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10,Computer science or software engineering,40001-50000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18774,10000 or more employees,Privately-held limited company not in startup mode,Strongly disagree,Embedded applications/devices developer,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,Computer science or software engineering,50001-60000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
18782,10000 or more employees,Publicly-traded corporation,Disagree,Mobile developer,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,A business discipline,80001-90000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18794,10 to 19 employees,Privately-held limited company not in startup mode,Strongly agree,Web developer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,Computer science or software engineering,60001-70000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
18808,10 to 19 employees,Privately-held limited company not in startup mode,Agree,Web developer,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,8,Computer science or software engineering,1-10000,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
18812,20 to 99 employees,Venture-funded startup,Agree,Other,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,Computer science or software engineering,1-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18821,Fewer than 10 employees,Venture-funded startup,Disagree,Web developer,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,9,Computer engineering or electrical/electronics engineering,50001-60000,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
18840,100 to 499 employees,Privately-held limited company not in startup mode,Disagree,Embedded applications/devices developer,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Computer engineering or electrical/electronics engineering,1-10000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18852,1000 to 4999 employees,Privately-held limited company not in startup mode,Disagree,Web developer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,I never declared a major,10001-20000,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
18917,100 to 499 employees,Venture-funded startup,Somewhat agree,Web developer,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,8,Computer science or software engineering,1-10000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
18922,10000 or more employees,Publicly-traded corporation,Agree,Mobile developer,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Computer science or software engineering,10001-20000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18930,100 to 499 employees,Privately-held limited company not in startup mode,Agree,Web developer,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,5,Computer engineering or electrical/electronics engineering,30001-40000,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
18934,Fewer than 10 employees,Pre-series A startup,Agree,Web developer,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,9,Computer science or software engineering,10001-20000,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
18940,20 to 99 employees,Privately-held limited company not in startup mode,Agree,Web developer,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,5,Computer programming or Web development,50001-60000,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
